Wort;Positive;Negative;Zorn;Erwartung;Ekel;Furcht;Freude;Traurigkeit;Überraschung;Vertrauen
Schnurren;1;0;0;0;0;0;1;0;0;1
Schnäppchen;1;0;0;0;0;0;0;0;0;1
Schock;0;1;1;0;0;1;0;0;1;0
Schokolade;1;0;0;1;0;0;1;0;0;1
Schrapnell;0;0;0;0;0;1;0;0;0;0
Schreck;0;1;0;0;0;1;0;0;1;0
Schrei;0;1;1;0;1;1;0;0;1;0
Schrift;0;0;0;0;0;0;0;0;0;1
Schrägstrich;0;0;1;0;0;0;0;0;0;0
Schröpfen;0;1;0;0;1;1;0;1;0;0
Schuld;0;1;1;0;1;0;0;1;0;0
Schuldner;0;1;0;0;0;1;0;0;0;0
Schuldverschreibung;0;0;0;1;0;0;0;0;0;0
Schule;0;0;0;0;0;0;0;0;0;1
Schulleiter;1;0;0;0;0;0;0;0;0;1
Schulter;1;0;0;0;0;0;0;0;0;1
Schurke;0;1;1;0;1;1;0;0;0;1
Schuss;0;1;1;0;0;1;0;1;1;0
Schutt;0;1;0;0;0;1;0;1;0;0
Schwall;0;1;0;0;1;0;1;0;1;0
Schwangerschaft;0;1;0;0;1;0;0;0;0;0
Schwarm;0;0;0;0;1;0;0;0;0;0
Schwefel;0;1;1;0;0;1;0;0;0;0
Schwein;0;1;0;0;1;0;0;0;0;0
Schweiß;0;0;0;0;1;1;0;0;0;0
Schwellung;0;1;0;0;0;1;0;0;0;0
Schwere;0;0;0;0;0;1;0;1;0;0
Schwerverbrecher;0;1;0;0;0;1;0;0;0;0
Schwesternschaft;1;0;1;0;0;0;0;1;1;1
Schwierigkeit;0;1;1;0;0;1;0;1;0;0
Schwierigkeiten;0;1;0;0;0;0;0;1;0;0
Schwindel;0;1;0;0;0;1;0;0;0;0
Schwung;1;0;0;1;0;0;0;0;0;0
Schwärze;0;1;0;0;0;1;0;1;0;0
Schäden;0;1;0;0;0;0;0;1;0;0
Schäfer;1;0;0;0;0;0;0;0;0;1
Schäkel;0;1;1;1;1;1;0;1;0;0
Schönheit;1;0;0;0;0;0;1;0;0;0
Schüchternheit;0;1;0;1;0;1;0;0;0;0
Schüler;0;0;0;0;0;0;0;0;0;1
Schütteln;0;1;0;0;0;1;0;0;0;0
Schütze;0;0;0;0;0;1;0;0;0;0
Scrapie;0;1;1;0;0;1;0;1;0;0
Scrimmage;0;1;0;0;0;0;0;0;1;0
Seelenverwandte;0;1;0;0;0;1;0;0;0;0
Segen;1;0;0;1;0;0;1;0;1;1
Sehnsucht;1;1;0;1;0;0;1;1;0;1
Sekretion;0;1;0;0;1;0;0;0;0;0
Selbstmord;0;1;1;0;0;1;0;1;0;0
Seltenheit;0;0;0;0;0;0;0;0;1;0
Senat;0;0;0;0;0;0;0;0;0;1
Senkung;0;1;0;0;0;0;0;1;0;0
Separatist;0;1;1;0;1;0;0;0;0;0
Sepsis;0;1;0;0;0;1;0;1;0;0
Sequestrierung;0;1;0;0;0;0;0;1;0;0
Serie;0;0;0;0;0;0;0;0;0;1
Serviette;0;0;0;0;0;0;0;1;0;0
Sex;1;0;0;1;0;0;1;0;0;1
Shanghai;0;1;0;0;1;1;0;0;0;0
Sheriff;0;0;0;0;0;0;0;0;0;1
Shoddy;0;1;1;0;1;0;0;0;0;0
Show;0;0;0;0;0;0;0;0;0;1
Sicherheit;0;0;0;0;0;0;0;0;0;1
Sicherung;1;0;0;0;0;0;0;0;0;1
Sieg;1;0;0;1;0;0;1;0;0;1
Sieger;1;0;0;0;0;0;1;0;0;0
Sinnlichkeit;1;0;0;1;0;0;1;0;0;0
Sintflut;0;1;0;0;0;1;0;1;1;0
Sirene;0;1;0;0;0;1;0;0;0;0
Skalpell;0;1;0;0;0;1;0;0;0;0
Skandal;0;1;0;0;0;1;0;0;0;0
Sklave;0;1;1;0;0;1;0;1;0;0
Sklaverei;0;1;1;0;1;1;0;1;0;0
Skorpion;0;1;1;0;1;1;0;0;1;0
Slum;0;1;0;0;1;0;0;0;0;0
Smash;0;1;1;0;0;1;0;0;0;0
Soldat;1;0;1;0;0;0;0;1;0;0
Solidarität;0;0;0;0;0;0;0;0;0;1
Solidität;1;0;0;1;0;0;1;0;0;1
Sonar;1;0;0;1;0;0;0;0;0;0
Sonett;1;0;0;0;0;0;1;1;0;0
Sonne;1;0;0;1;0;0;1;0;1;1
Sonnenschein;1;0;0;0;0;0;1;0;0;0
Sonnenuhr;0;0;0;1;0;0;0;0;0;1
Sonnenuntergang;1;0;0;1;0;0;0;0;0;0
Sorge;0;1;0;1;0;1;0;1;0;0
Sorgerecht;0;0;0;0;0;0;0;0;0;1
Sorgfalt;1;0;0;0;0;0;0;0;0;1
Sozialismus;0;0;0;0;1;1;0;0;0;0
Sozialist;0;1;1;0;1;1;0;1;0;0
Spa;1;0;0;1;0;0;1;0;1;1
Spaniel;1;0;0;0;0;0;1;0;0;1
Spanne;0;1;0;0;0;0;0;1;0;0
Spannung;0;0;1;1;0;1;0;0;1;0
Sparsamkeit;1;0;0;0;1;0;0;0;0;1
Spaß;1;0;0;1;0;0;1;0;0;0
Speer;0;1;1;1;0;1;0;0;0;0
Speichel;0;0;0;1;0;0;0;0;0;0
Spekulation;0;1;0;0;0;1;0;1;0;0
Spezialist;0;0;0;0;0;0;0;0;0;1
Spieler;0;1;0;1;0;0;0;0;1;0
Spielhaus;1;0;0;0;0;0;1;0;0;0
Spielplatz;1;0;0;1;0;0;1;0;1;1
Spielraum;1;0;0;0;0;0;0;0;0;1
Spinne;0;0;0;0;1;1;0;0;0;0
Spirituosen;1;0;0;1;0;0;1;0;1;0
Spitze;1;1;1;0;0;1;0;1;0;1
Spoiler;0;1;0;0;0;0;0;1;0;0
Sponsor;1;0;0;0;0;0;0;0;0;1
Sporn;0;0;0;0;0;1;0;0;0;0
Spott;0;1;1;0;1;1;0;1;0;0
Sprecher;0;0;0;0;0;0;0;0;0;1
Spreu;0;1;1;0;0;1;0;0;0;0
Sprite;0;1;0;0;0;1;0;0;0;0
Spritze;0;0;0;0;0;1;0;0;0;0
Spritzen;0;0;0;0;0;0;0;0;1;0
Spuk;0;1;0;0;0;1;0;0;0;0
Spur;0;0;0;1;0;0;0;0;0;0
Stachel;0;1;1;0;0;1;0;0;0;0
Stall;0;1;1;0;1;0;0;0;0;0
Stamm;0;0;0;0;0;0;0;0;0;1
Stammbaum;1;0;0;0;0;0;0;0;0;1
Standard;0;1;0;0;1;1;0;1;0;0
Stange;1;0;0;0;0;1;0;0;0;1
Star;1;0;0;1;0;0;1;0;0;1
Stark;0;1;0;0;0;0;0;0;0;1
Staude;1;0;0;0;0;0;0;0;0;1
Stechen;0;1;1;0;1;1;0;0;1;0
Stein;0;1;1;0;0;0;0;0;0;0
Stellvertreter;0;0;0;0;0;0;0;0;0;1
Stengel;0;1;0;0;0;1;0;0;0;0
Sterling;1;1;1;1;0;0;1;0;0;1
Steward;1;0;0;0;0;0;0;0;0;1
Stichwort;0;0;0;1;0;0;0;0;0;0
Stigma;0;1;1;0;1;1;0;1;0;0
Stille;1;0;0;0;0;1;0;1;0;0
Stint;0;1;0;0;0;1;0;1;0;0
Stipendium;1;0;0;0;0;0;1;0;0;1
Stirnrunzeln;0;1;1;0;1;0;0;1;0;0
Stock;0;0;1;0;0;1;0;0;0;0
Stolz;1;0;0;0;0;0;1;0;0;0
Strafgefangener;0;1;1;0;1;1;0;1;0;0
Strafverfolgung;0;1;0;0;1;0;0;0;0;0
Strahl;1;0;0;0;0;0;1;0;0;0
Strahlung;0;1;0;0;0;1;0;0;0;0
Strand;0;0;0;0;0;0;1;0;0;0
Stratege;1;0;0;1;0;0;0;0;0;1
Strauß;1;0;0;0;0;0;1;0;0;1
Streich;0;1;0;0;0;0;0;0;1;0
Streifen;0;1;0;0;0;0;0;1;0;0
Streik;0;1;1;0;0;0;0;0;0;0
Streikposten;0;1;1;1;0;1;0;0;0;0
Streit;0;1;1;0;0;0;0;0;0;0
Strenge;0;1;0;0;1;1;0;0;0;0
Streugut;1;0;0;0;0;0;0;0;0;1
Struktur;1;0;0;0;0;0;0;0;0;1
Stumpf;0;1;0;0;0;0;0;1;0;0
Sturm;0;1;1;1;0;1;0;1;1;0
Sturz;0;1;0;1;0;1;0;1;0;0
Stärke;1;0;0;0;0;0;0;0;0;1
Stärkung;1;0;0;0;0;0;1;0;0;1
Stöhnen;0;1;0;0;1;1;0;1;0;0
Störung;0;1;1;0;0;1;0;1;1;0
Sublimation;1;0;0;0;0;0;1;0;0;0
Subvention;0;1;1;0;1;0;0;0;0;0
Subversion;0;1;1;0;0;1;0;0;0;0
Suche;1;0;0;1;0;0;0;0;0;0
Suhle;0;1;0;0;1;0;0;1;0;0
Sultan;0;0;0;0;0;1;0;0;0;0
Sumpf;0;1;0;0;1;1;0;0;0;0
Superstar;1;0;0;0;0;0;1;0;0;1
Surrogat;0;0;0;0;0;0;0;0;0;1
Suspension;0;1;0;0;0;1;0;0;0;0
Symmetrie;1;0;0;0;0;0;1;0;0;1
Sympathie;1;0;0;0;0;0;0;1;0;0
Symphonie;1;0;0;1;0;0;1;0;0;0
Synkope;0;1;0;0;0;1;0;1;1;0
Synode;1;0;0;0;0;0;0;0;0;1
System;0;0;0;0;0;0;0;0;0;1
Säuberung;0;1;0;0;0;1;0;0;0;0
Säugling;1;0;0;1;0;1;1;0;1;0
Söldner;0;1;0;0;0;1;0;0;0;0
Sündenbock;0;1;1;0;0;1;0;0;0;0
Sünder;0;1;1;0;1;1;0;1;0;0
Süss;1;0;0;1;0;0;1;0;1;1
Süßigkeiten;1;0;0;1;0;0;1;0;0;0
Tabu;0;1;0;0;1;1;0;0;0;0
Tafel;0;0;0;1;0;0;0;0;0;0
Tagebuch;1;0;0;0;0;0;1;0;0;1
Taifun;0;1;0;0;0;1;0;0;0;0
Taktik;0;0;0;0;0;1;0;0;0;1
Tandem;0;0;0;0;0;0;0;0;0;1
Tante;1;0;0;0;0;0;0;0;0;1
Tapferkeit;1;0;0;1;0;0;1;0;1;1
Tarif;0;1;1;0;1;0;0;0;0;0
Tarnung;0;0;0;0;0;0;0;0;1;0
Taschenrechner;1;0;0;0;0;0;0;0;0;1
Tat;0;0;0;0;0;0;0;0;0;1
Tatsache;0;0;0;0;0;0;0;0;0;1
Taube;1;0;0;1;0;0;1;0;0;1
Taubheit;0;1;0;0;0;0;0;1;0;0
Taufe;1;0;0;0;0;0;1;0;0;0
Tausch;0;0;0;0;0;0;0;0;0;1
Teig;0;1;1;0;0;1;0;0;0;0
Teilnahme;0;0;0;1;0;0;0;0;0;0
Terminal;0;1;0;0;0;1;0;1;0;0
Termite;0;1;0;0;1;0;0;0;0;0
Terror;0;1;0;0;0;1;0;0;0;0
Terrorismus;0;1;1;0;1;1;0;1;0;0
Terrorist;0;1;1;0;1;1;0;1;1;0
Testament;0;0;0;1;0;0;0;0;0;1
Testamentsvollstrecker;0;0;0;0;0;0;0;0;0;1
Tetanus;0;1;0;0;1;0;0;0;0;0
Teufel;0;1;1;1;1;1;0;1;0;0
Theismus;0;1;0;0;1;0;0;0;0;0
Theologie;0;0;0;1;0;0;0;0;0;0
Theorie;0;0;0;1;0;0;0;0;0;1
Thermometer;0;0;0;0;0;0;0;0;0;1
Thrash;0;1;1;0;1;1;0;1;0;0
Thron;1;0;0;0;0;0;0;0;0;1
Tiefe;1;0;0;0;0;0;0;0;0;1
Tier;0;1;1;0;0;1;0;1;0;0
Tiff;0;1;1;0;0;0;0;0;0;0
Tintenfisch;0;0;0;0;1;0;0;0;0;0
Tirade;0;1;1;0;1;0;0;0;0;0
Titel;1;0;0;0;0;0;0;0;0;1
Toast;1;0;0;0;0;0;1;0;0;0
Tochter;1;0;0;0;0;0;1;0;0;0
Tod;0;1;1;1;1;1;0;1;1;0
Todesopfer;0;1;0;0;0;1;0;1;0;0
Toilette;0;1;0;0;1;0;0;0;0;0
Tor;0;0;0;0;0;0;0;0;0;1
Tornado;0;0;0;0;0;1;0;0;0;0
Torpedo;0;1;1;0;0;0;0;0;0;0
Torrent;0;0;0;0;0;1;0;0;0;0
Tortur;0;1;1;0;0;0;0;0;1;0
Totenglocke;0;1;0;0;0;1;0;1;0;0
Totschlag;0;1;1;0;1;1;0;1;1;0
Toxin;0;1;0;0;0;1;0;0;0;0
Tragödie;0;1;0;0;0;1;0;1;0;0
Trainer;0;0;0;0;0;0;0;0;0;1
Trakt;0;0;0;0;0;1;0;0;0;0
Tramp;0;1;0;0;1;1;0;1;0;0
Transaktion;0;0;0;0;0;0;0;0;0;1
Transkript;0;0;0;0;0;0;0;0;0;1
Transzendenz;1;0;0;1;0;0;1;0;1;1
Trauer;0;1;0;0;0;1;0;1;0;0
Trauerfall;0;1;0;0;0;0;0;1;0;0
Traurigkeit;0;1;0;0;0;0;0;1;0;1
Travestie;0;1;0;0;1;1;0;1;0;0
Tremor;0;1;1;1;0;1;0;1;0;0
Treue;1;0;0;0;0;0;1;0;0;1
Treuhänder;0;0;0;0;0;0;0;0;0;1
Tribun;0;0;0;0;0;0;0;0;0;1
Trick;0;1;0;0;0;0;0;0;1;0
Tricks;0;1;1;0;1;1;0;1;1;0
Tripper;0;1;1;0;1;1;0;1;0;0
Triumph;1;0;0;1;0;0;1;0;0;0
Trockenfäule;0;1;0;0;1;1;0;1;0;0
Troll;0;1;1;0;0;1;0;0;0;0
Trophäe;1;0;0;1;0;0;1;0;1;1
Trottel;0;0;1;0;0;0;0;0;1;0
Trotz;0;1;1;0;1;1;0;0;0;0
Trumpf;0;0;0;0;0;0;0;0;1;0
Träger;1;0;0;0;0;0;0;0;0;1
Träumereien;1;0;0;0;0;0;1;0;0;1
Trümmer;0;1;0;0;1;0;0;0;0;0
Tschüss;0;0;0;1;0;0;0;0;0;0
Tugend;1;0;0;0;0;0;0;0;0;1
Tumult;0;1;1;0;0;1;0;0;1;0
Turbulenz;0;1;1;0;0;1;0;0;0;0
Turm;0;1;1;0;1;0;0;0;0;0
Tyrann;0;1;1;0;1;1;0;1;0;0
Tyrannei;0;1;0;0;0;1;0;1;0;0
Täglich;0;0;0;1;0;0;0;0;0;0
Täter;0;1;1;0;1;1;0;1;0;0
Täuschung;0;1;1;0;0;1;0;1;0;0
Tötung;0;1;1;0;0;1;0;1;0;0
Tücke;0;1;0;1;0;1;0;1;0;0
Uhr;0;0;0;1;0;1;0;0;0;0
Ultimatum;0;1;1;0;0;1;0;0;0;0
Umarmung;1;0;0;1;0;0;1;0;1;1
Umbruch;0;1;1;0;0;1;0;1;0;0
Umfrage;0;0;0;0;0;0;0;0;0;1
Umgang;0;0;0;0;0;0;0;0;0;1
Umkehrung;0;1;1;0;1;0;0;0;1;0
Umleitung;1;0;0;0;0;0;0;0;1;0
Unabhängigkeit;1;0;0;1;0;0;1;0;1;1
Unanständigkeit;0;0;1;0;1;0;0;0;0;0
Unaufmerksamkeit;0;1;1;0;0;0;0;0;0;0
Unbehagen;0;1;0;1;0;0;0;1;0;0
Unbeholfenheit;0;1;0;0;1;1;0;1;0;0
Unehrlichkeit;0;1;0;0;1;0;0;0;0;0
Uneinigkeit;0;1;1;0;0;0;0;1;0;0
Unendlichkeit;1;0;0;1;0;0;1;0;0;1
Unfall;0;1;0;0;0;1;0;1;1;0
Unfallopfer;0;1;1;0;0;1;0;1;0;0
Unfehlbarkeit;0;0;0;0;0;0;0;0;0;1
Unfruchtbarkeit;0;1;0;0;0;0;0;1;0;0
Unfähigkeit;0;1;0;0;0;0;0;1;0;0
Ungeheuerlichkeit;0;1;1;0;1;1;0;0;1;0
Ungehorsam;0;1;1;0;1;0;0;0;0;0
Ungerechtigkeit;0;1;1;0;1;0;0;1;0;0
Ungeschicklichkeit;0;1;0;0;1;0;0;0;0;0
Ungetüm;0;1;0;0;0;1;0;0;0;0
Ungeziefer;0;1;1;0;1;1;0;0;0;0
Ungleichheit;0;1;1;0;1;1;0;1;0;0
Unglück;0;1;1;0;1;1;0;1;0;0
Universität;1;0;0;1;0;0;0;0;0;0
Unkraut;0;1;0;0;0;0;0;1;0;0
Unmenschlichkeit;0;1;0;0;0;0;0;1;0;0
Unmittelbarkeit;0;0;0;0;0;0;0;0;1;0
Unmoral;0;1;1;0;1;0;0;0;0;0
Unmut;0;1;0;0;1;0;0;0;0;0
Unparteilichkeit;1;0;0;0;0;0;0;0;0;1
Unreife;0;1;1;1;0;0;0;0;0;0
Unruhe;0;0;0;0;0;1;0;1;0;0
Unsicherheit;0;1;0;0;0;1;0;0;0;0
Unsterblichkeit;0;0;0;1;0;0;0;0;0;0
Unterarm;0;0;1;1;0;0;0;0;0;0
Unterdrücker;0;1;1;0;0;1;0;1;0;0
Unterdrückung;0;1;1;0;1;1;0;1;0;0
Unterhaltung;1;0;0;1;0;0;1;0;1;1
Unterhose;0;1;0;0;0;0;0;0;1;0
Unterkunft;0;0;0;0;0;0;0;0;0;1
Unternehmen;0;0;0;1;0;0;0;0;0;0
Unterschrift;0;0;0;0;0;0;0;0;0;1
Unterseite;0;1;0;0;0;0;0;1;0;0
Unterstützer;0;0;0;0;0;0;0;0;0;1
Untersuchung;0;1;0;0;0;1;0;0;1;0
Untersuchungshaft;0;1;1;0;0;0;0;0;0;0
Unterwerfung;0;1;1;0;1;1;0;1;0;0
Untreue;0;1;1;0;1;1;0;1;0;0
Unwohlsein;0;1;0;0;0;0;0;1;0;0
Unzufriedenheit;0;1;1;0;1;1;0;1;0;0
Urlaub;1;0;0;1;0;0;1;0;0;0
Urne;0;0;0;0;0;0;0;1;0;0
Urteil;0;0;0;0;0;1;0;0;0;0
Vampir;0;1;1;0;1;1;0;0;0;0
Variable;0;0;0;0;0;0;0;0;1;0
Vater;0;0;0;0;0;0;0;0;0;1
Vendetta;0;1;1;0;0;1;0;1;0;0
Verabscheuungswürdig;0;1;1;0;1;0;0;0;0;0
Verachtung;0;1;1;0;1;1;0;0;0;0
Verband;0;0;0;0;0;0;0;0;0;1
Verbannung;0;1;1;0;1;0;0;1;0;0
Verbesserung;1;0;0;0;0;0;1;0;0;1
Verdacht;0;1;0;0;0;1;0;0;0;0
Verdammnis;0;1;1;0;0;1;0;1;0;0
Verdammt;0;1;1;0;1;0;0;0;0;0
Verderben;0;1;1;0;1;1;0;1;0;0
Verderbtheit;0;1;1;0;1;0;0;0;0;0
Vereinigung;1;0;0;1;0;0;1;0;0;1
Verfahren;1;0;0;0;0;1;0;0;0;0
Verfolgung;0;1;1;0;1;1;0;1;0;0
Verfärbung;0;1;0;0;1;0;0;0;0;0
Vergeltung;0;1;1;0;0;1;0;1;0;0
Vergessene;0;1;0;0;0;1;0;1;0;0
Vergessenheit;0;1;1;0;0;1;0;0;0;0
Vergiftung;0;1;0;0;1;0;0;0;0;0
Vergänglichkeit;0;0;0;0;0;0;0;1;1;0
Verheimlichung;0;1;1;1;0;1;0;0;0;0
Verherrlichung;1;0;0;0;0;0;1;0;0;0
Verhör;0;0;0;0;0;1;0;0;0;0
Verhütung;1;0;0;1;0;0;0;0;0;0
Verlangen;0;0;0;1;0;0;0;0;0;0
Verlegenheit;0;1;0;0;0;1;0;1;1;0
Verletzlichkeit;0;1;0;0;0;1;0;1;0;0
Verletzung;0;1;1;0;0;1;0;1;0;0
Verleumdung;0;1;1;0;1;1;0;0;0;1
Verlies;0;1;0;0;0;1;0;0;0;0
Verlust;0;1;1;0;0;1;0;1;0;0
Vermeidung;0;1;0;0;0;1;0;0;0;0
Vermittler;1;0;0;1;0;0;0;0;0;1
Vermutung;0;0;0;1;0;0;0;0;0;1
Vermächtnis;0;0;0;0;0;0;0;0;0;1
Vermögen;1;0;0;1;0;0;1;0;1;1
Vernichtung;0;1;1;0;0;1;0;1;0;0
Verordnung;0;0;0;0;0;0;0;0;0;1
Verrat;0;1;1;0;1;1;0;1;1;0
Verräter;0;1;1;0;1;1;0;1;0;0
Verrückter;0;1;1;0;1;1;0;0;0;0
Versagen;0;1;1;1;0;1;0;1;0;0
Versammlung;1;0;0;0;0;0;0;0;0;1
Verschiebung;0;1;0;0;0;0;0;0;1;0
Verschlechterung;0;1;1;0;1;1;0;1;0;0
Verschlimmerung;0;1;1;0;1;0;0;0;0;0
Verschmutzung;0;1;0;0;1;0;0;0;0;0
Verschwendung;0;1;0;0;1;1;0;1;0;0
Verschwörer;0;1;1;1;1;1;0;0;0;0
Verschwörung;0;0;0;0;0;1;0;0;0;0
Verschönerung;1;0;0;0;0;0;1;0;0;1
Verspottung;0;1;1;0;1;0;0;1;0;0
Versprechen;1;0;0;0;0;0;1;0;0;1
Verstauchung;0;1;0;0;0;0;0;1;0;0
Verstehen;1;0;0;0;0;0;0;0;0;1
Versteigerung;0;0;0;1;0;0;0;0;0;0
Verstopfung;0;1;0;0;1;0;0;0;0;0
Verstorbene;0;1;0;0;0;0;0;1;0;0
Verstoß;0;1;1;0;0;1;0;1;1;0
Verstärkung;1;0;0;0;0;0;0;0;0;1
Verstümmelung;0;1;1;0;1;1;0;1;0;0
Versuch;0;0;0;1;0;0;0;0;0;0
Versöhnung;1;0;0;1;0;0;1;0;0;1
Verteidiger;1;0;0;0;0;0;0;0;0;1
Verteidigung;1;0;1;1;0;1;0;0;0;0
Vertrag;0;1;1;0;0;0;0;0;0;0
Vertrauen;1;0;0;0;0;1;1;0;0;1
Vertrautheit;1;0;0;1;0;0;1;0;0;1
Vertreibung;0;1;1;0;1;1;0;1;0;0
Verunreinigung;0;1;0;0;1;0;0;0;0;0
Verurteilung;0;1;1;1;1;1;0;1;0;0
Verwalter;0;0;0;0;0;0;0;0;0;1
Verwandtschaft;1;0;0;1;0;0;1;0;0;1
Verwechslung;0;1;1;0;0;1;0;0;0;0
Verweis;0;1;1;0;0;0;0;0;0;0
Verwirkung;0;1;0;0;0;1;0;1;0;0
Verwirrung;0;0;0;0;0;1;0;0;1;0
Verwüstung;0;1;1;0;0;1;0;1;1;0
Verzweiflung;0;1;1;0;1;1;0;1;0;0
Veränderung;0;0;0;0;0;1;0;0;0;0
Veteran;1;0;0;0;0;0;0;0;0;1
Vetternwirtschaft;0;1;1;0;1;0;0;1;0;0
Viper;0;1;0;0;0;1;0;0;0;0
Virulenz;0;1;1;0;0;1;0;0;0;0
Virus;0;1;0;0;0;0;0;1;0;0
Visier;0;0;0;1;0;0;0;0;1;0
Vision;1;0;0;1;0;0;0;0;0;0
Vitalität;1;0;0;0;0;0;1;0;0;1
Vlies;0;1;1;0;1;0;0;1;0;0
Vogelscheuche;1;1;0;0;0;1;0;0;0;0
Volatilität;0;1;1;1;0;1;0;0;1;0
Voraus;1;0;0;1;0;1;1;0;1;0
Voraussicht;1;0;0;1;0;0;0;0;0;1
Vorbehalt;0;0;0;0;0;0;0;0;0;1
Vorbereitung;0;0;0;1;0;0;0;0;0;0
Vorbote;0;1;1;1;0;1;0;0;0;0
Vorfahren;1;0;0;0;0;0;1;0;0;1
Vorfall;0;0;0;0;0;0;0;0;1;0
Vorherrschaft;1;1;1;1;0;1;1;0;1;1
Vorläufer;0;0;0;1;0;0;0;0;0;0
Vorposten;0;0;0;0;0;1;0;0;0;0
Vorrang;1;0;0;0;0;0;0;0;0;1
Vorsicht;0;1;1;1;0;1;0;0;0;0
Vorurteil;0;1;1;0;0;0;0;0;0;0
Vorwurf;0;1;1;0;1;0;0;1;0;0
Votiv-;0;0;0;0;0;0;0;0;0;1
Vulgarität;0;1;1;0;1;0;0;1;0;0
Vulkan;0;1;0;0;0;1;0;0;1;0
Völlerei;0;1;0;0;1;0;0;0;0;0
Wachhund;1;0;0;0;0;0;0;0;0;1
Wachsamkeit;1;0;0;1;0;1;0;0;1;1
Wachtel;0;1;0;0;0;1;0;0;0;0
Waffel;0;1;1;0;0;0;0;1;0;0
Waffenkammer;0;0;0;0;0;0;0;0;0;1
Waffenstillstand;1;0;0;0;0;0;1;0;0;1
Wagen;0;0;0;1;0;0;0;0;0;1
Wahnsinn;0;1;1;0;1;1;0;1;0;0
Wahnsinniger;0;1;1;0;0;1;0;0;0;0
Wahrhaftigkeit;1;0;0;0;0;0;0;0;0;1
Wahrheit;1;0;0;0;0;0;0;0;0;1
Wahrscheinlichkeit;0;0;0;1;0;0;0;0;0;0
Wahrzeichen;0;0;0;0;0;0;0;0;0;1
Waise;0;1;0;0;0;1;0;1;0;0
Ware;0;1;0;0;0;1;0;0;0;0
Warnung;0;0;0;0;0;1;0;0;0;0
Warnungen;0;0;0;1;0;1;0;0;1;0
Warze;0;1;0;0;1;0;0;0;0;0
Webstuhl;0;1;0;1;0;1;0;0;0;0
Wecker;0;1;1;0;0;0;0;0;0;0
Weh;0;1;0;0;1;1;0;1;0;0
Weibsbild;0;1;1;0;1;0;0;0;0;0
Weihe;1;0;0;1;0;0;1;1;0;1
Weihnachtslied;1;0;0;0;0;0;1;0;0;1
Weihrauch;0;1;1;0;0;0;0;0;0;0
Weisheit;1;0;0;0;0;0;0;0;0;1
Weiß;1;0;0;1;0;0;1;0;0;1
Weltuntergang;0;1;1;1;1;1;0;1;0;0
Werdegang;1;0;0;1;0;0;0;0;0;0
Wertpapiere;0;0;0;0;0;0;0;0;0;1
Wertschätzung;1;0;0;0;0;0;1;1;0;1
Wettbewerb;0;1;0;1;0;0;0;0;0;0
Whirlpool;0;0;0;0;0;1;0;0;0;0
Widerhaken;0;1;1;0;0;0;0;0;0;0
Widerlegung;0;0;0;0;0;1;0;0;0;0
Widerstand;0;1;1;0;0;1;0;1;0;0
Widrigkeiten;0;1;1;0;0;1;0;1;0;0
Wiederaufbau;1;0;0;1;0;0;0;0;0;0
Wiederbelebung;1;0;0;1;0;0;1;0;0;1
Wiedergutmachung;1;0;0;0;0;0;0;0;0;1
Wiedervereinigung;1;0;0;1;0;0;0;0;0;1
Wiege;1;0;0;1;0;0;1;0;0;1
Wilde;0;1;1;0;0;1;0;0;0;0
Wilderei;0;1;1;0;1;1;0;1;0;0
Wildheit;0;1;1;0;0;1;0;0;0;0
Wildnis;0;0;0;1;0;1;0;1;0;0
Windel;0;1;0;0;1;0;0;0;0;0
Windpocken;0;1;0;0;1;1;0;1;0;0
Wirbelwind;0;1;0;0;0;1;0;0;0;0
Wirtschaft;0;0;0;0;0;0;0;0;0;1
Wirtschaftsprüfer;0;0;0;0;0;1;0;0;0;1
Wissenschaftler;1;0;0;1;0;0;0;0;0;1
Witwe;0;0;0;0;0;0;0;1;0;0
Wohlstand;1;0;0;0;0;0;1;0;0;0
Wohltäter;1;0;0;0;0;0;0;0;0;1
Wohlwollen;1;0;0;0;0;0;1;0;0;1
Wort;1;0;0;0;0;0;0;0;0;1
Wrack;0;1;1;0;1;1;0;1;1;0
Wunde;0;1;1;0;0;1;0;1;0;0
Wunder;1;0;0;1;0;0;1;0;1;1
Wunder-;1;0;0;0;0;0;1;0;1;0
Wundheit;0;1;0;0;1;0;0;1;0;0
Wurm;0;1;0;1;0;0;0;0;1;0
Wut;0;1;1;0;0;1;0;1;0;0
Wächter;1;0;0;0;0;0;0;0;0;1
Wählerschaft;0;0;0;0;0;0;0;0;0;1
Wörter;0;1;1;0;0;0;0;0;0;0
Wörterbuch;1;0;0;0;0;0;0;0;0;1
Würde;1;0;0;0;0;0;0;0;0;1
Würfel;0;0;0;0;0;0;0;0;0;1
Wüste;0;1;1;0;1;1;0;1;0;0
Zahlen;1;0;0;1;0;0;1;0;0;1
Zahnheilkunde;0;0;0;0;0;1;0;0;0;0
Zahnschmerzen;0;1;0;0;0;1;0;0;0;0
Zauberei;0;1;0;1;0;1;0;0;1;0
Zauberer;0;0;0;0;0;0;0;0;1;0
Zeit;0;0;0;1;0;0;0;0;0;0
Zement;0;0;0;1;0;0;0;0;0;1
Zeremonie;1;0;0;0;0;0;1;0;1;0
Zersetzung;0;1;0;0;1;1;0;1;0;0
Zerstörer;0;1;1;0;0;1;0;0;0;0
